"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
12101,38728,"3904220000","80","Plasticised","1972-01-01","#NA",38724,"3904210000","10"
12102,38729,"3904220010","80","In the form of granules, for use in certain types of aircraft","1972-01-01","#NA",38728,"3904220000","80"
12103,90961,"3904220090","80","Other","2009-01-01","#NA",38728,"3904220000","80"
12104,38731,"3904300000","80","Vinyl chloride-vinyl acetate copolymers","1972-01-01","#NA",38720,"3904000000","80"
12105,38732,"3904400000","80","Other vinyl chloride copolymers","1972-01-01","#NA",38720,"3904000000","80"
12106,38733,"3904400010","80","For cavity filling, for use in certain types of aircraft","1972-01-01","#NA",38732,"3904400000","80"
12107,38736,"3904400099","80","Other","1972-01-01","#NA",38732,"3904400000","80"
12108,38737,"3904500000","80","Vinylidene chloride polymers","1972-01-01","#NA",38720,"3904000000","80"
12109,65339,"3904501000","80","Copolymer of vinylidene chloride with acrylonitrile, in the form of expansible beads of a diameter of 4 micrometres or more but not more than 20 micrometres","1997-01-01","#NA",38737,"3904500000","80"
12110,65340,"3904509000","80","Other","1997-01-01","#NA",38737,"3904500000","80"
12111,65341,"3904509010","80","For cavity filling, for use in certain types of aircraft","1997-01-01","#NA",65340,"3904509000","80"
12112,91471,"3904509099","80","Other","2010-01-01","#NA",65340,"3904509000","80"
12113,38743,"3904610000","10","Fluoropolymers","1972-01-01","#NA",38720,"3904000000","80"
12114,38744,"3904610000","80","Polytetrafluoroethylene","1972-01-01","#NA",38743,"3904610000","10"
12115,69361,"3904610020","80","Copolymer of tetrafluoroethylene and trifluoro(heptafluoropropoxy)ethylene, containing 3,2 % or more but not more than 4,6 % by weight of trifluoro(heptafluoropropoxy)ethylene and less than 1 mg/kg of extractable fluoride ions","1998-01-01","#NA",38744,"3904610000","80"
12116,68655,"3904610090","80","Other","1998-01-01","#NA",38744,"3904610000","80"
12117,38745,"3904690000","80","Other","1972-01-01","#NA",38743,"3904610000","10"
12118,65345,"3904691000","80","Poly(vinyl fluoride), in one of the forms mentioned in note 6(b) to this chapter","1997-01-01","#NA",38745,"3904690000","80"
12119,92997,"3904692000","80","Fluoroelastomers FKM","2011-01-01","#NA",38745,"3904690000","80"
12120,92998,"3904698000","80","Other","2011-01-01","#NA",38745,"3904690000","80"
12121,92999,"3904698010","80","For cavity filling, for use in certain types of aircraft","2011-01-01","#NA",92998,"3904698000","80"
12122,104680,"3904698020","10","Other","2019-07-01","#NA",92998,"3904698000","80"
12123,104681,"3904698020","80","Copolymer of tetrafluoroethylene, heptafluoro-1-pentene and ethene (CAS RN 94228-79-2)","2019-07-01","#NA",104680,"3904698020","10"
12124,104682,"3904698030","80","Copolymer of tetrafluoroethylene, hexafluoropropene and ethene","2019-07-01","#NA",104680,"3904698020","10"
12125,96899,"3904698085","80","Copolymer of ethylene and chlorotrifluoroethylene, whether or not modified with hexafluoroisobutylene, whether or not containing fillers","2013-01-01","#NA",104680,"3904698020","10"
12126,104004,"3904698088","80","Polytetrafluoroethylene (CAS RN 9002-84-0) encapsulated with an acrylonitrile-styrene copolymer (CAS RN 9003-54-7), with a content by weight of each polymer of 50 % (± 1 %)","2018-07-01","#NA",104680,"3904698020","10"
12127,93005,"3904698096","80","Polychlorotrifluoroethylene, in one of the forms mentioned in note 6 (a) and (b) to Chapter 39","2011-01-01","#NA",104680,"3904698020","10"
12128,93006,"3904698097","80","Copolymer of chlorotrifluoroethylene and vinylidene difluoride","2011-01-01","#NA",104680,"3904698020","10"
12129,93007,"3904698099","80","Other","2011-01-01","#NA",104680,"3904698020","10"
12130,38754,"3904900000","80","Other","1972-01-01","#NA",38720,"3904000000","80"
12131,38755,"3904900010","80","For cavity filling, for use in certain types of aircraft","1972-01-01","#NA",38754,"3904900000","80"
12132,38756,"3904900090","80","Other","1972-01-01","#NA",38754,"3904900000","80"
12133,38757,"3905000000","80","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12134,59707,"3905120000","10","Poly(vinyl acetate)","1996-01-01","#NA",38757,"3905000000","80"
12135,59708,"3905120000","80","In aqueous dispersion","1996-01-01","#NA",59707,"3905120000","10"
12136,38760,"3905190000","80","Other","1972-01-01","#NA",59707,"3905120000","10"
12137,38761,"3905190010","80","For cavity filling, for use in certain types of aircraft","1972-01-01","#NA",38760,"3905190000","80"
12138,38763,"3905190090","80","Other","1972-01-01","#NA",38760,"3905190000","80"
12139,59709,"3905210000","10","Vinyl acetate copolymers","1996-01-01","#NA",38757,"3905000000","80"
12140,59710,"3905210000","80","In aqueous dispersion","1996-01-01","#NA",59709,"3905210000","10"
12141,59711,"3905290000","80","Other","1996-01-01","#NA",59709,"3905210000","10"
12142,60914,"3905290010","80","For cavity filling, for use in certain types of aircraft","1996-01-01","#NA",59711,"3905290000","80"
12143,90963,"3905290090","80","Other","2009-01-01","#NA",59711,"3905290000","80"
12144,59712,"3905300000","80","Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","1996-01-01","#NA",38757,"3905000000","80"
12145,97703,"3905300010","80","Viscous preparation, essentially consisting of poly(vinyl alcohol) (CAS RN 9002-89-5), an organic solvent and water for use as protective coating of wafers during the manufacturing of semiconductors","2013-07-01","#NA",59712,"3905300000","80"
12146,104816,"3905300091","10","Other","2019-07-30","#NA",59712,"3905300000","80"
12147,105794,"3905300091","20","In the form of homopolymer resins with a viscosity (measured in 4 % aqueous solution at 20 °C) of 3 mPa·s or more but not more than 61 mPa·s and a degree of hydrolysis of 80,0 mol% or more but not more than 99,9 mol%, both measured according to the ISO 15023-2 method","2020-09-30","#NA",104816,"3905300091","10"
12148,105795,"3905300091","80","imported for the manufacturing of dry-blend adhesives, produced and sold in powder form for the carton board industry","2020-09-30","#NA",105794,"3905300091","20"
12149,105796,"3905300092","80","Other","2020-09-30","#NA",105794,"3905300091","20"
12150,104818,"3905300095","80","Other","2019-07-30","#NA",104816,"3905300091","10"
12151,59713,"3905910000","10","Other","1996-01-01","#NA",38757,"3905000000","80"
12152,59714,"3905910000","80","Copolymers","1996-01-01","#NA",59713,"3905910000","10"
12153,60916,"3905910010","80","For cavity filling, for use in certain types of aircraft","1996-01-01","#NA",59714,"3905910000","80"
12154,108390,"3905910025","80","Copolymer of vinylcaprolactam and vinylpyrrolidone (CAS RN 51987-20-3) in the form of a solution in 2-butoxyethanol (CAS RN 111-76-2) containing by weight 45 % or more but not more than 58 % of copolymer","2023-01-01","#NA",59714,"3905910000","80"
12155,108391,"3905910035","80","Aqueous solution of a copolymer of vinylpyrrolidone and N,N-dimethylaminopropyl methacrylamide sulfate (CAS RN 175893-71-7), containing by weight 8 % or more, but not more than 12 % of copolymer","2023-01-01","#NA",59714,"3905910000","80"
12156,103564,"3905910040","80","Water soluble copolymer of ethylene and vinyl alcohol (CAS RN 26221-27-2), containing by weight not more than 38 % of the monomer unit ethylene","2018-01-01","#NA",59714,"3905910000","80"
12157,106144,"3905910050","80","Aqueous solution consisting by weight of:
 
-10 % or more but not more than 20 % of a copolymer of vinyl pyrrolidone, N,N-dimethylaminopropyl methacrylamide and 3 (methacryloylamino)propyllauryldimethylammonium chloride (CAS RN 306769-73-3),
 
-not more than 1 % preservatives","2021-07-01","#NA",59714,"3905910000","80"
12158,106145,"3905910060","80","Copolymer of vinylpyrrolidone, vinyl caprolactam and dimethylaminoethyl methacrylate (CAS RN 102972-64-5) in solid form, or as an aqueous solution containing by weight:
 
-27 % or more but not more than 33 % of copolymer,
 
-not more than 1,5 % of ethanol (CAS RN 64-17-5),
 
-not more than 1 % of preservatives","2021-07-01","#NA",59714,"3905910000","80"
12159,106146,"3905910070","80","Aqueous solution, containing by weight:
 
-25 % or more but not more than 35 % of a copolymer of vinyl caprolactam, vinyl pyrrolidone, N,N-dimethylaminopropyl methacrylamide and 3-(methacryloylamino)propyllauryldimethylammonium chloride (CAS RN 748809-45-2),
 
-10 % or more but not more than 16 % of ethanol (CAS RN 64-17-5) whether or not denatured with tert-butyl alcohol (CAS RN 75-65-0) and/or denatonium benzoate (CAS RN 3734-33-6)","2021-07-01","#NA",59714,"3905910000","80"
12160,106147,"3905910080","80","Copolymer of vinylpyrrolidone, acrylic acid and dodecyl methacrylate (CAS RN 83120-95-0)","2021-07-01","#NA",59714,"3905910000","80"
12161,90964,"3905910090","80","Other","2009-01-01","#NA",59714,"3905910000","80"
12162,59715,"3905990000","80","Other","1996-01-01","#NA",59713,"3905910000","10"
12163,65354,"3905991000","80","Poly(vinyl formal), in one of the forms mentioned in note 6(b) to this chapter, of a molecular weight of 10 000 or more but not exceeding 40 000 and containing by weight:<br><br><br>- 9,5 % or more but not more than 13 % of acetyl groups evaluated as vinyl acetate and<br><br><br>- 5 % or more but not more than 6,5 % of hydroxy groups evaluated as vinyl alcohol","1997-01-01","#NA",59715,"3905990000","80"
12164,65355,"3905999000","80","Other","1997-01-01","#NA",59715,"3905990000","80"
12165,65356,"3905999010","80","For cavity filling, for use in certain types of aircraft","1997-01-01","#NA",65355,"3905999000","80"
12166,97777,"3905999081","10","Other","2013-07-01","#NA",65355,"3905999000","80"
12167,97778,"3905999081","80","Poly(vinyl butyral)(CAS RN 63148-65-2):<br>— containing by weight 17,5 % or more, but not more than 20 % of hydroxyl groups, and<br>—  with a median particle size (D50) of more than 0,6 mm","2013-07-01","#NA",97777,"3905999081","10"
12168,65362,"3905999095","80","Hexadecylated or eicosylated polyvinylpyrrolidone","1997-01-01","#NA",97777,"3905999081","10"
12169,69937,"3905999096","80","Polymer of vinyl formal, in one of the forms mentioned in note 6 (b) to Chapter 39, of a weight average molecular weight (M<sub>w</sub>) of 25 000 or more but not more than 150 000 and containing by weight:<br> <br><br><br>- 9,5 % or more but not more than 13 % of acetyl groups evaluated as vinyl acetate and<br> <br><br><br>- 5 % or more but not more than 6,5 % of hydroxy groups evaluated as vinyl alcohol<br>","1998-07-01","#NA",97777,"3905999081","10"
12170,76262,"3905999097","80","Povidone (INN)-iodine (CAS 25655-41-8)","2003-01-01","#NA",97777,"3905999081","10"
12171,76414,"3905999098","80","Poly(vinyl pyrrolidone) partially substituted by triacontyl groups, containing by weight 78 % or more but not more than 82 % of triacontyl groups","2003-01-01","#NA",97777,"3905999081","10"
12172,65363,"3905999099","80","Other","1997-01-01","#NA",97777,"3905999081","10"
12173,38774,"3906000000","80","Acrylic polymers in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12174,38775,"3906100000","80","Poly(methyl methacrylate)","1972-01-01","#NA",38774,"3906000000","80"
12175,38778,"3906900000","80","Other","1972-01-01","#NA",38774,"3906000000","80"
12176,65364,"3906901000","80","Poly[N-(3-hydroxyimino-1,1-dimethylbutyl)acrylamide]","1997-01-01","#NA",38778,"3906900000","80"
12177,65365,"3906902000","80","Copolymer of 2-diisopropylaminoethyl methacrylate with decyl methacrylate, in the form of a solution in N,N-dimethylacetamide, containing by weight 55|% or more of copolymer","1997-01-01","#NA",38778,"3906900000","80"
12178,65366,"3906903000","80","Copolymer of acrylic acid with 2-ethylhexyl acrylate, containing by weight 10 % or more but not more than 11 % of 2-ethylhexyl acrylate","1997-01-01","#NA",38778,"3906900000","80"
12179,65367,"3906904000","80","Copolymer of acrylonitrile with methyl acrylate, modified with polybutadiene-acrylonitrile (NBR)","1997-01-01","#NA",38778,"3906900000","80"
12180,65368,"3906905000","80","Polymerisation product of acrylic acid with alkyl methacrylate and small quantities of other monomers, for use as a thickener in the manufacture of textile printing pastes","1997-01-01","#NA",38778,"3906900000","80"
12181,65369,"3906906000","80","Copolymer of methyl acrylate with ethylene and a monomer containing a non-terminal carboxy group as a substituent, containing by weight 50 % or more of methyl acrylate, whether or not compounded with silica","1997-01-01","#NA",38778,"3906900000","80"
12182,65370,"3906909000","80","Other","1997-01-01","#NA",38778,"3906900000","80"
12183,106022,"3906909017","80","Superabsorbent polymers, insoluble in water, which result from a polymerization of acrylic monomer molecules with crosslinkers to form crosslinked polymer networks, with a high capacity to absorb and retain water and aqueous liquids","2021-02-18","#NA",65370,"3906909000","80"
12184,104005,"3906909023","80","Copolymer of methylmethacrylate, butylacrylate, glycidylmethacrylate and styrene (CAS RN 37953-21-2), with an epoxy equivalent weight of not more than 500, in form of ground flakes with a particle size of not more than 1 cm","2018-07-01","#NA",65370,"3906909000","80"
12185,99756,"3906909033","80","Core shell copolymer of butyl acrylate and alkyl methacrylate, with a particle size of 5 µm or more but not more than 10 µm","2016-01-01","#NA",65370,"3906909000","80"
12186,99757,"3906909037","80","Copolymer of trimethylolpropane trimethacrylate and methyl methacrylate (CAS RN 28931-67-1), in microsphere form with an average diameter of 3 µm","2016-01-01","#NA",65370,"3906909000","80"
12187,104006,"3906909043","80","Copolymer of methacrylic esters, butylacrylate and cyclic dimethylsiloxanes (CAS RN 143106-82-5)","2018-07-01","#NA",65370,"3906909000","80"
12188,70746,"3906909050","80","Polymers of esters of acrylic acid with one or more of the following monomers in the chain:<br> <br><br><br>- chloromethyl vinyl ether,<br> <br><br><br>- chloroethyl vinyl ether,<br> <br><br><br>- chloromethylstyrene,<br> <br><br><br>- vinyl chloroacetate,<br> <br><br><br>- methacrylic acid,<br><br><br><br>- butenedioic acid monobutyl ester,<br><br><br><br>- butenedioic acid monocyclohexyl ester<br>containing by weight not more than 5 % of each monomer unit","1999-07-01","#NA",65370,"3906909000","80"
12189,108766,"3906909058","80","Mixture of polymers, containing by weight:

                            -77 % or more but not more than 81 % of polyacrylamide (CAS RN 9003-05-8),

                            -18 % or more but not more than 21 % of polyethylene glycol (CAS RN 25322-68-3)","2024-01-01","#NA",65370,"3906909000","80"
12190,104218,"3906909060","80","Aqueous dispersion containing by weight:<br> <br><br><br>- more than 10 % but not more than 15 % of ethanol, and<br> <br><br><br>- more than 7 % but not more than 11 % of a reaction product of poly(epoxyalkylmethacrylate-co-divinylbenzene) with a glycerol derivative<br>","2019-01-01","#NA",65370,"3906909000","80"
